,movietitle,harmful,certificate,distributorstürk,keywordscontentspoint,CompanyNamesAverage,directorpoint,CastPuan,producerpoint,distributorspoint,GenreesPoint,Label,Harmful Number,CertificateEncoded,Label Yeni
447,Ask Yalani Sever,[],0,['Fox TV            (2016) (Turkey) (TV)'],0.948096577595362,0.524952734488651,-0.5206563815709959,0.9798505643071028,-0.12986720387732975,1.862724399251212,6.238766145217793,1,0,0,1
448,Tutsak,[],0,['Kanal D            (2017) (Turkey) (TV)'],0.0,0.16539247269723356,-0.4449055788406251,-0.8005751572379038,0.2274824414814032,6.598579112863242,7.87990043884354,1,0,0,1
449,Kacin Kurasi,[],0,['ATV            (2016) (Turkey) (TV)'],0.0,1.4624617402615807,-0.3379349814228385,0.9232256873833548,0.7385989896523129,4.663679199724412,4.347539588580695,1,0,0,1
450,Hayatimin Aski,[],0,['Kanal D            (2016) (Turkey) (TV)'],0.0,0.030269120028414576,-0.29736429365995565,1.3293929209708204,0.0,6.598579112863242,4.347539588580695,1,0,0,2
451,Not Defteri,[],0,['Fox TV            (2014) (Turkey) (TV)'],0.0,1.5977423400699635,-0.2544990935244348,0.6997610012809166,0.4086368479024811,1.862724399251212,7.87990043884354,1,0,0,2
452,Kalbim 4 Mevsim,[],0,['Star TV            (2012) (Turkey) (TV)'],0.0,0.3716236450511304,-0.2544990935244348,-1.0449288757256516,0.0,5.956818276932419,5.9886738822064425,1,0,0,1
453,Pulsar,[],Turkey:G,['Star TV            (1998) (Turkey) (TV)'],0.0,0.0,-0.2468203397189124,-1.1414173468987006,0.0,5.956818276932419,3.177374124637893,1,0,6,1
454,Altin kizlar,[],0,['ATV            (2009) (Turkey) (TV)'],0.0,0.2281887261803171,-0.23635927700934245,-0.40386479730505975,-0.2442666563200846,4.663679199724412,4.597631851592044,1,0,0,2
455,Ipsiz Recep,[],0,['Turkish Radio & Television (TRT)            (2008) (Turkey) (TV)'],0.0,0.5647351302783928,-0.22450430493106432,-1.406197577363947,0.0,3.4153287655246443,7.87990043884354,1,0,0,2
456,Hayat baglari,[],0,['ATV            (2000) (Turkey) (TV)'],0.0,2.0374908093777546,4.044551514458163,-0.9985904402739694,0.467058804683329,4.663679199724412,4.818508418263642,1,0,0,1
457,El gibi,[],0,[],0.0,0.9022523350916029,-0.22450430493106432,-1.0766740987386143,0.0,0.0,7.87990043884354,1,0,0,1
458,Iyi ki varsin,[],0,['Show TV            (2006) (Turkey) (TV)'],0.0,3.7987776268105753,-0.22450430493106432,-0.8972652378192918,0.9712904987278184,4.520790955211873,7.87990043884354,1,0,0,1
459,Gençligim Eyvah,[],0,['ATV            (2020) (Turkey) (TV)'],0.0,3.1038265814848702,-0.21072292331946466,-1.006132090458378,2.190729572098318,4.663679199724412,4.597631851592044,1,0,0,2
460,Kuzenlerim,[],Turkey:G,['Turkish Radio & Television (TRT)            (2002) (Turkey) (TV)'],0.0,1.1399835016512,-0.19688755099702,1.1935178240193598,-0.10624747940530943,3.4153287655246443,3.177374124637893,1,0,6,2
461,Kayip Araniyor,[],0,[],0.0,0.0,-0.1929202192018664,-1.0687900443389555,0.0,0.0,2.968136933917212,1,0,0,2
462,Çat kapi,[],0,[],0.0,2.1788759371154347,-0.17927672719403842,-1.4140591889277874,0.0,0.0,3.177374124637893,1,0,0,1
463,Siki dostlar,[],0,[],0.0,0.12623555914130016,-0.17927672719403842,-0.7526883927423524,0.0,0.0,4.597631851592044,1,0,0,2
464,Osmanlida Derin Devlet,[],0,['Samanyolu TV (STV)            (2013) (Turkey) (TV)'],0.0,0.0,-0.17167847300564465,1.0054019916642492,1.0727890713207886,-0.6435204953891007,3.443517902319465,1,0,0,2
465,Kizilelma,[],0,['Turkish Radio & Television (TRT)            (2014) (Turkey) (TV)'],-0.032230742322017614,2.0374908093777546,4.226422622136363,1.2829117353782251,0.467058804683329,3.4153287655246443,3.443517902319465,1,0,0,2
466,Çarli Is Basinda,[],0,['Kanal D            (2000) (Turkey) (TV)'],-0.3400685933791681,0.0,-0.16919731572757946,0.9028439971487746,0.0,6.598579112863242,4.597631851592044,1,0,0,1
467,Gel Dese Ask,[],0,"['ATV            (2020) (Turkey) (TV)', 'Atv            (2020) (Turkey) (TV)']",0.0,2.0374908093777546,3.6927068224174615,-0.9259775422947548,0.9493395140839548,3.712349106905388,5.9886738822064425,1,0,0,1
468,Korkusuzlar,[],0,['ATV            (2007) (Turkey) (TV)'],0.0,0.010020974611820816,0.0,-0.8471081632695119,0.0,4.5762750674517205,3.443517902319465,1,0,0,2
469,Uy basuma gelenler,[],0,['Show TV            (2004) (Turkey) (TV)'],0.0,0.0,0.0,-0.7051592079207356,0.8328662138054457,4.520790955211873,4.597631851592044,1,0,0,2
470,Bilin Deneyin,[],0,['CNN Türk            (2017) (Turkey) (TV)'],-0.9556686681925921,0.008929061576069626,0.0,-0.5672755487547428,0.0,-0.8861464729630332,0.0,1,0,0,2
471,Rise of the Rebellion,[],0,[],-0.7597944475468347,0.0,0.0,0.0,0.0,0.0,2.7120472001708813,1,0,0,2
472,Mor Menekseler,[],0,[],0.0,1.298931686557697,3.5019338022615702,1.5067135030884309,0.4789147278277046,0.0,2.968136933917212,1,0,0,2
473,Havalimani,[],0,['Star TV            (2007) (Turkey) (TV)'],0.0,1.7360943194505014,0.0,-1.015043298319429,0.9284282352304141,5.956818276932419,5.140288555577451,1,0,0,1
474,Atlilar,[],0,['Star TV            (2012) (Turkey) (TV)'],0.0,1.298931686557697,3.5019338022615702,-0.2549921429793545,1.6769370610865009,5.956818276932419,1.8488992739274197,1,0,0,2
475,Sih Senem,[],0,[],0.0,0.001145886742394139,0.4814921479615639,-0.7892320079028965,0.0,0.0,7.87990043884354,1,0,0,2
476,Sil Bastan,[],0,['Star            (2014) (Turkey) (TV)'],0.0,0.7047160846417547,0.0,0.8964450324141635,0.0,-0.999874751158774,4.597631851592044,1,0,0,2
477,Aydamaya,[],0,[],0.0,0.0,0.0,0.0,0.0,0.0,1.9468346723138847,1,0,0,1
478,M.U.C.K.,[],0,['Show TV            (2012) (Turkey) (TV)'],0.0,0.9022523350916029,0.0,-1.2212470228619676,0.0,4.520790955211873,0.09480365134811336,1,0,0,1
479,Alemin Kirali,[],0,[],0.0,3.1038265814848702,0.0,-1.2138596006810418,1.8682901562304808,0.0,4.597631851592044,1,0,0,1
480,Ask Hirsizi,[],0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
481,Baska yerde yok,[],0,[],0.0,0.0,0.0,1.4889134571083005,0.0,0.0,0.0,1,0,0,3
482,Yalanci Bahar,[],0,[],0.0,3.7987776268105753,0.0,1.108883109492721,0.9712904987278184,0.0,5.1589186588397125,1,0,0,2
483,Avci,[],0,[],0.0,1.1399835016512,0.0,-1.1468383727558915,-0.10624747940530943,0.0,0.0,1,0,0,1
484,Nameless,[],0,[],1.1360553722927151,0.003713291500297817,0.0,0.0,0.0,1.003145250746721,3.425212699747334,1,0,0,2
485,Keske Hiç Büyümeseydik,[],0,['Show TV            (2018) (Turkey) (TV)'],0.948096577595362,0.0,0.0,-1.1814598073107383,0.9284282352304141,4.520790955211873,4.744882896039775,1,0,0,1
486,Yakin Plan Cihan Harbi,[],0,[],-0.8224123000712575,0.0,0.0,-1.2686652614908498,0.0,0.0,3.099476377563801,1,0,0,2
487,Bana Baba Dedi,[],Turkey:G,['TV8            (2015) (Turkey) (TV)'],0.0,0.8745414061647161,0.0,-1.0520502953624549,-0.33413403068038905,-0.20934176852513944,3.177374124637893,1,0,6,1
488,Bu Sayilmaz,[],0,['Fox TV            (2017) (Turkey) (TV)'],0.0,0.31223488731958754,0.0,-0.8968158007232552,1.092924689034766,1.862724399251212,4.597631851592044,1,0,0,1
489,Inadina Yasamak,[],0,['Kanal D            (2013) (Turkey) (TV)'],0.0,3.1038265814848702,3.5019338022615702,-0.7115478587766286,1.0637629897303509,6.598579112863242,7.87990043884354,1,0,0,1
490,1 Erkek 1 Kadin 2 Cocuk,[],0,[],0.0,0.0,0.0,0.5698912298778294,0.22099238873534974,0.0,4.597631851592044,1,0,0,2
491,Gorbi,[],0,['FOXplay            (2019) (Turkey) (video) (internet)'],0.0,0.008280463673263336,0.0,-1.2479542734323974,0.0,-0.8841497815675807,3.223265562759732,1,0,0,1
492,Hastayim doktor,[],0,[],0.0,0.0,0.0,-0.0926676487209781,0.2796814557587459,0.0,4.597631851592044,1,0,0,1
493,Kara Kutu,[],0,['Kanal D            (2015) (Turkey) (TV)'],0.0,1.7389378488254337,3.5019338022615702,0.9468559163792906,1.1089256779096606,6.598579112863242,5.424018686380376,1,0,0,1
494,Anne babamla evlensene,[],0,['ATV            (2005) (Turkey) (TV)'],0.0,2.1482050890440902,0.0,-0.6922580552817033,0.2796814557587459,4.5762750674517205,4.597631851592044,1,0,0,1
495,Milat,[],Turkey:13+,"['Turkish Radio & Television (TRT)            (2015) (Turkey) (TV)', 'TRT 1            (2015) (Turkey) (TV)']",0.0,0.0,0.0,0.8906692338108556,-0.19470526167910884,3.900936527639879,4.807631572908933,1,0,1,2
496,Iki dünya arasinda,[],0,['Samanyolu TV (STV)            (2012) (Turkey) (TV)'],0.0,0.003899774815143275,0.0,-0.9305760464667454,-0.5694638188550083,-0.6435204953891007,7.87990043884354,1,0,0,1
497,Barut,[],0,['BETA fikirsanat            (2017) (Turkey) (video)'],0.0,0.00856185768627933,0.0,0.0,0.0,-0.9919700444454644,3.4997617022580645,1,0,0,2
498,Nielegalni,[],0,[],0.0,0.012115652725053208,0.0,0.0,0.0,-0.9891344083727908,3.471463057212857,1,0,0,2
499,Son Aga,[],0,['Star TV            (2008) (Turkey) (TV)'],0.0,1.411514075044726,0.0,-1.094039074447009,-0.2257839731709104,5.956818276932419,4.347539588580695,1,0,0,2
500,Davetsiz misafir,[],0,[],0.0,0.0,0.0,-1.065720796434538,1.032242840114057,2.4888709351790284,4.347539588580695,1,0,0,2
501,Kaos Ortadogu,[],Turkey:G,['Hanedan Film            (2014) (Turkey) (TV)'],0.0,0.0,0.0,0.0,0.0,0.0,3.443517902319465,1,0,6,2
502,Semt Bizim Ev Kira,[],Turkey:15+,"['Afrailcarlos Medya            (2018) (Turkey) (all media)', 'TRG Yapim            (2018) (Turkey) (all media)']",0.2362617485698921,0.003029519345864525,0.0,0.0,0.0,0.002456382119977844,4.020574876955754,1,0,2,2
503,Kirik ayna,[],0,[],0.0,0.002575592156209201,0.0,0.7605939877262429,0.9712904987278184,0.0,7.87990043884354,1,0,0,2
504,Yalan dünya,[],0,['Show TV            (2007) (Turkey) (TV)'],0.0,0.0127396884329429,0.0,0.9297670262694144,0.0,4.504830945195452,4.347539588580695,1,0,0,2
505,Ahh Istanbul,[],0,"['ATV            (2006) (Turkey) (TV)', 'Gold Film            (2006) (Turkey) (TV)']",1.809911848766592,3.7987776268105753,0.0,-0.8455927383771367,0.9712904987278184,4.5762750674517205,7.87990043884354,1,0,0,1
506,Karakolda ayna var,[],0,['TRT 1 Türk Sinemasi            (2000) (Turkey) (TV)'],0.0,3.7987776268105753,3.5810141772403283,-1.2429184435726044,0.9712904987278184,-0.9993737557938699,4.597631851592044,1,0,0,1
507,Gün On4,[],0,['Puhu TV            (2020) (Turkey) (all media) (VOD)'],0.0,0.0015458402254065035,0.0,-0.8571870834351121,-0.14614087719386348,0.6997542374089645,3.4994082121062493,1,0,0,2
508,Çemberin disinda,[],0,['Star TV            (2008) (Turkey) (TV)'],0.0,0.0,0.0,1.5453529935324946,0.4086368479024811,5.222844606055723,2.968136933917212,1,0,0,1
509,Hayat Yolunda,[],0,[],0.0,0.0,0.0,-0.9191398286384274,0.0,0.0,7.87990043884354,1,0,0,2
510,Gecenin Kraliçesi,[],0,['Star TV            (2016) (Turkey) (TV)'],-0.5718678737150786,2.224845873693668,3.5282507212946896,1.5248150907004134,2.6558181160669303,5.956818276932419,5.140288555577451,1,0,0,2
511,Görev Pesinde - Der Auftrag,[],0,[],0.0,0.0,0.0,-1.0395713521612728,0.0,0.0,3.443517902319465,1,0,0,1
512,Maçolar,[],0,['Show TV            (2006) (Turkey) (TV)'],0.2362617485698921,0.7311405498708178,0.0,-0.609461810906833,0.35744134837165364,4.520790955211873,4.0974473255693455,1,0,0,1
513,Genis zamanlar,[],0,[],0.0,1.1399835016512,3.5019338022615702,1.0977451047168163,-0.10624747940530943,0.0,7.87990043884354,1,0,0,2
514,Kezban Yenge,[],Turkey:7+,['Kanal 7            (2005) (Turkey) (TV)'],0.0,0.0,0.0,-1.1486944391986929,0.0,-0.8750657928019857,4.597631851592044,1,0,4,1
515,Yeraltinda Dunya Var,[],0,['Turkish Radio & Television (TRT)            (2001) (Turkey) (TV)'],0.0,0.0,3.5019338022615702,-1.408108493662295,0.0,3.4153287655246443,3.0396016459728177,1,0,0,1
516,Kelebek çikmazi,[],0,[],0.0,0.4700955581943593,0.0,-1.2104161299310758,0.0,2.4888709351790284,7.87990043884354,1,0,0,2
517,Kursun bilal,[],0,['J-Plan            (2011) (Turkey) (TV)'],0.0,0.0,0.0,-1.3793531741494065,0.0,0.0,2.968136933917212,1,0,0,1
518,Kara gunes,[],0,[],0.0,0.0,0.0,-0.50070776124164,0.0,0.0,7.87990043884354,1,0,0,1
519,Mavi Kelebekler,[],0,['Turkish Radio & Television (TRT)            (2011) (Turkey) (TV)'],0.0,0.0031350421007455428,0.4775930275621436,1.3595850458369847,0.0,3.4153287655246443,7.87990043884354,1,0,0,2
520,Acayip hikayeler,[],0,['Star TV            (2012) (Turkey) (TV)'],0.0,0.04210429216354253,2.8199415863807515,1.6132261827074654,0.0,5.956818276932419,4.519302228831166,1,0,0,2
521,Karate Can,[],0,[],0.0,0.0,0.4814921479615639,-0.7238618781956425,0.0,0.0,3.4160600984612683,1,0,0,1
522,Kertenkele Yeniden Dogus,[],0,"['ATV            (2016) (Turkey) (TV)', 'Atv            (2016) (Turkey) (TV)']",0.0,0.03685728372986282,1.4519664077263077,0.8332229064323098,-0.697386263143851,3.712349106905388,3.443517902319465,1,0,0,1
523,Istanbul Sokaklari,[],0,['Show TV            (2016) (Turkey) (TV)'],0.0,3.7987776268105753,1.3769990859790209,-0.6950269615773648,0.9712904987278184,4.520790955211873,5.661709170581503,1,0,0,2
524,Cennetin çocuklari,[],0,['ATV            (2008) (Turkey) (TV)'],0.0,3.7987776268105753,1.3769990859790209,-0.7208489806369904,0.0,4.663679199724412,7.87990043884354,1,0,0,1
525,Affedilmeyen,[],0,[],0.0,0.3352828534976917,1.3769990859790209,1.189184345481332,-0.0959122823367592,0.0,5.140288555577451,1,0,0,2
526,Karaoglan,[],0,['Kanal D            (2002) (Turkey) (TV)'],1.289687037163012,0.0,2.304172060239634,1.0396956490380624,1.2235081876753973,6.598579112863242,2.2344883453304942,1,0,0,2
527,Uçurum,[],0,['ATV            (2012) (Turkey) (TV)'],-0.15969549981196984,0.0,2.2905852469802985,1.2609326438140869,2.1741790034135167,4.663679199724412,5.661709170581503,1,0,0,2
528,Ver Elini ASk,[],0,['Kanal D            (2017) (Turkey) (TV)'],0.0,0.007977845546826448,2.2782314187399137,1.0029456251022757,0.0,6.598579112863242,4.347539588580695,1,0,0,2
529,Karinca yuvasi,[],0,['Kanal D            (2006) (Turkey) (TV)'],0.0,1.1798333570445247,1.3953556336401576,-0.9863367366434784,-0.030323662089090764,6.598579112863242,4.597631851592044,1,0,0,1
530,Familya,[],0,['Fox TV            (2016) (Turkey) (TV)'],1.818822683584564,3.34776036211443,1.432511807792868,1.4632367353111788,1.9323893906979803,1.862724399251212,4.744882896039775,1,0,0,2
531,Zehirli Sarmasik,[],0,[],0.0,0.0,1.432511807792868,-0.8815165306453607,0.0,0.0,5.424018686380376,1,0,0,1
532,Yumurcaklar kampi,[],0,['ATV            (2005) (Turkey) (TV)'],0.0,0.0,1.4468342570742898,-1.279413279089012,0.0,4.663679199724412,4.597631851592044,1,0,0,1
533,Zengin ve Yoksul,[],0,"['ATV            (2019) (Turkey) (TV)', 'Atv            (2019) (Turkey) (TV)']",0.0,1.4624617402615807,1.4744169831085163,1.2350187168890712,2.206542481233289,3.712349106905388,7.87990043884354,1,0,0,2
534,Kalbim Ege'de Kaldi,[],0,['Kanal D            (2015) (Turkey) (TV)'],0.0,2.262483007066662,1.3712828176298673,0.8153560450257368,1.3058994195188678,6.598579112863242,4.597631851592044,1,0,0,2
535,Cakil Taslari,[],0,['Kanal D            (2010) (Turkey) (TV)'],0.0,2.2827489970048656,1.4774551734013417,-0.5324525915761291,1.61984453048765,6.598579112863242,4.597631851592044,1,0,0,1
536,Annem uyurken,[],0,['Kanal D            (2012) (Turkey) (TV)'],0.0,2.2827489970048656,1.4774551734013417,0.876091546946838,1.367244714166044,6.598579112863242,4.597631851592044,1,0,0,1
537,Ne diyoosun,[],0,[],0.0,2.262483007066662,1.4774551734013417,-0.9923774115747872,1.0048446407266312,0.0,4.597631851592044,1,0,0,2
538,Kadin severse,[],0,[],0.0,6.977506638331717,2.2448274261373378,-1.1717140506905572,0.0,0.0,4.818508418263642,1,0,0,1
539,Yildizlar savasi,[],0,['Kanal D            (2007) (Turkey) (TV)'],0.0,0.0,2.2448274261373378,-1.3897859305464713,0.0,6.598579112863242,4.597631851592044,1,0,0,1
540,Ayrilsak da Beraberiz,[],0,[],0.0,1.7360943194505014,2.2448274261373378,-0.7546398199689914,0.9284282352304141,0.0,4.597631851592044,1,0,0,1
541,Evli ve çocuklu,[],0,[],0.0,3.2206258460776915,2.2448274261373378,-0.8637986919568794,0.0,0.0,4.597631851592044,1,0,0,1
542,Kirlangic Firtinasi,[],0,"['Fox Network            (2017) (Turkey) (TV)', 'Fox TV            (2017) (Turkey) (TV)']",0.0,1.1331872972417498,1.493643800893194,0.8351793491779637,2.012085268991968,2.0156710602414982,7.87990043884354,1,0,0,1
543,Firuze,[],0,['Show TV            (2013) (Turkey) (TV)'],0.0,0.22152533938564284,1.5023874294336803,-1.0988581158470585,0.5492036759577303,4.520790955211873,7.87990043884354,1,0,0,2
544,Gece Sesleri,[],0,['Show TV            (2008) (Turkey) (TV)'],0.0,1.1399835016512,1.5023874294336803,1.2447178990730292,-0.10624747940530943,4.520790955211873,5.120752048298199,1,0,0,2
545,Yaz'in Öyküsü,[],0,['Kanal D            (2015) (Turkey) (TV)'],0.0,1.8124677464173249,1.3736718387550724,-0.9860591447659186,0.9311898288958016,6.598579112863242,7.87990043884354,1,0,0,1
546,Hayat Yokusu,[],0,[],0.0,0.0,1.3671298501268805,-1.2223425193629374,-0.6373625689576432,0.0,3.177374124637893,1,0,0,1
547,Hatasiz Kul Olmaz,[],0,"['ATV            (2014) (Turkey) (TV)', 'Atv            (2014) (Turkey) (TV)']",0.0,2.0374908093777546,2.9131980228916285,0.8863359249262349,0.467058804683329,3.712349106905388,7.87990043884354,1,0,0,2
548,Vicdan,[],0,['Kanal D            (2013) (Turkey) (TV)'],4.193375273595012,0.0042023929415801395,1.328791806173999,1.225980548719478,1.7478624821079345,6.598579112863242,7.87990043884354,1,0,0,2
549,Racon,[],0,"['ATV            (2015) (Turkey) (TV)', 'Atv            (2015) (Turkey) (TV)']",0.0,2.896743097418285,1.2751353679760142,1.3079458479313328,1.4488021470836778,3.712349106905388,7.87990043884354,1,0,0,2
550,Kuzey rüzgari,[],0,['Show TV            (2007) (Turkey) (TV)'],0.0,0.009229255044101593,2.3707142098773017,0.928230936666172,0.4767748927574629,4.520790955211873,4.519302228831166,1,0,0,2
551,Analar ve Anneler,[],0,['ATV            (2015) (Turkey) (TV)'],-0.15449032260490347,6.977506638331717,1.2751353679760142,1.8599251609032128,3.867596433189448,4.663679199724412,7.87990043884354,1,0,0,2
552,Ihanet,[],0,['Star TV            (2010) (Turkey) (TV)'],0.948096577595362,0.007326822985615197,2.3707142098773017,1.0210868620246898,-0.6197147103036262,5.956818276932419,4.519302228831166,1,0,0,1
553,Bana Artik Hicran De,[],0,['Kanal D            (2014) (Turkey) (TV)'],0.0,3.1038265814848702,1.2770398832391043,1.5543864915147108,0.8328662138054457,6.598579112863242,7.87990043884354,1,0,0,1
554,Azize,[],0,['Kanal D            (2019) (Turkey) (TV)'],4.193375273595012,1.5634184011862593,1.2770398832391043,1.2303769598511245,2.2900632745031992,6.598579112863242,7.87990043884354,1,0,0,2
555,Ramo,[],0,"['Show TV            (2019) (Turkey) (theatrical)', 'Videomite            (2020) (Turkey) (video) (VOD)']",4.193375273595012,1.699615235878687,2.3707142098773017,1.4246597585983392,0.9229307470007264,3.0437493229147083,7.87990043884354,1,0,0,2
556,Sana mecburum,[],0,['Kanal D            (2007) (Turkey) (TV)'],0.0,0.3547304485689352,1.2862273758364535,-0.7720034094257182,0.9040069301376424,6.598579112863242,7.87990043884354,1,0,0,1
557,Aglama anne,[],Turkey:7+,['Atv            (2018) (Turkey) (TV)'],2.971409841737584,3.1038265814848702,1.328791806173999,1.3571091819438603,2.2900632745031992,0.7610190140863641,7.87990043884354,1,0,4,2
558,Merhaba Hayat,[],0,['Fox Network            (2012) (Turkey) (TV)'],0.0,3.2206258460776915,1.328791806173999,1.173663409023025,0.8581405989838878,0.1686177212317843,7.87990043884354,1,0,0,2
559,Evlerden Biri,[],0,['Star TV            (2012) (Turkey) (TV)'],0.0,1.1399835016512,1.3329777296706298,-0.946137813037025,-0.17094612308567336,5.956818276932419,5.9886738822064425,1,0,0,2
560,Daglar delisi,[],0,"['Star TV            (2007) (Turkey) (TV)', 'Vizyon            (2007) (Turkey) (TV)']",0.0,1.1399835016512,1.3602046608979084,-1.0651115960935749,0.0,5.222844606055723,7.87990043884354,1,0,0,1
561,Es-Es,[],0,['Show TV            (2009) (Turkey) (TV)'],-0.8222731788378025,2.2827489970048656,1.3329777296706298,1.5704784853989702,1.61984453048765,4.520790955211873,2.600317150001604,1,0,0,2
562,Söhret,[],0,['ATV            (2005-2007) (Turkey) (TV)'],0.0,3.7987776268105753,1.3329777296706298,-0.8318057597044322,0.9712904987278184,4.663679199724412,4.0974473255693455,1,0,0,1
563,Eski Hikaye,[],0,"['TRT 1            (2013) (Turkey) (all media)', 'Turkish Radio & Television (TRT)            (2013) (Turkey) (TV)']",1.1392895871979785,0.3696151420847503,1.3329777296706298,1.1087077690407767,0.8048804886385557,3.900936527639879,7.87990043884354,1,0,0,2
564,Nerdesin Birader,[],0,['Fox TV            (2017) (Turkey) (TV)'],0.0,0.05695129440081648,1.3338970570852458,1.1177576279049013,-0.3942598738847152,2.0156710602414982,4.597631851592044,1,0,0,2
565,Canevim,[],0,"['ATV            (2019) (Turkey) (TV)', 'Atv            (2019) (Turkey) (TV)']",0.0,1.1399835016512,1.3513349344147816,0.9263129941010708,-0.10624747940530943,3.712349106905388,7.87990043884354,1,0,0,1
566,Kader,[],0,[],0.0,3.7987776268105753,1.3513349344147816,1.1849620758978234,1.1588229384924151,2.4888709351790284,5.140288555577451,1,0,0,1
567,Ask ve Gurur,[],0,['Show TV            (2017) (Turkey) (TV)'],0.0,2.262483007066662,1.3602046608979084,-0.3858831997129819,1.0048446407266312,4.520790955211873,7.87990043884354,1,0,0,2
568,Yol arkadasim,[],0,['Kanal D            (2008) (Turkey) (TV)'],0.0,0.4639382981841119,2.349672540644936,0.8463088174578905,2.3411727664807813,6.598579112863242,5.9886738822064425,1,0,0,2
569,Sensiz olmuyor,[],0,"['Kanal D            (2005) (Turkey) (TV)', 'Show TV            (2005) (Turkey) (TV)']",0.0,1.1798333570445247,2.323216018367181,1.2400145963353395,-0.030323662089090764,6.559685034037558,4.347539588580695,1,0,0,2
570,Adi: Zehra,[],0,['Fox TV            (2018) (Turkey) (TV)'],0.0,1.4624617402615807,1.3602046608979084,1.2708821863799145,1.137807330501661,1.862724399251212,7.87990043884354,1,0,0,2
571,Rüya,[],0,[],0.0,3.7987776268105753,1.5023874294336803,1.0785861548637945,1.9470721326767209,0.0,2.927281861626544,1,0,0,1
572,Umuda Kelepce Vurulmaz,[],0,"['Bi Yapim            (2016) (Turkey) (TV) (Production)', 'Fox Network            (2016) (Turkey) (TV)', 'Fox TV            (2016) (Turkey) (TV)']",0.0,0.4204189197656569,1.5023874294336803,1.0803084775161884,2.2611765923283054,2.347011795087882,7.87990043884354,1,0,0,2
573,Bir Deli Sevda,[],0,['Show TV            (2017) (Turkey) (TV)'],0.948096577595362,1.411514075044726,2.2085504991712672,1.4609473788583909,1.7310244083007733,4.520790955211873,5.9886738822064425,1,0,0,2
574,Bir Umut Yeter,[],0,['Kanal D            (2018) (Turkey) (TV)'],0.0,1.918061449937724,1.9323672549397428,0.927506578555836,0.9597541218439152,6.598579112863242,7.87990043884354,1,0,0,2
575,Sen Benimsin,[],0,"['Fox Network            (2015) (Turkey) (TV)', 'Fox TV            (2015) (Turkey) (TV)']",0.0,1.411514075044726,1.6274234670027568,1.187340968758582,0.7375583594145232,2.0156710602414982,7.87990043884354,1,0,0,1
576,Iki yabanci,[],0,"['ATV            (2007) (Turkey) (TV)', 'Vizyon            (2007) (Turkey) (TV)']",0.0,0.010020974611820816,1.9824671820291035,-0.8096981503770541,0.0,4.5762750674517205,5.9886738822064425,1,0,0,1
577,Zalim,[],0,['Star TV            (2003) (Turkey) (TV)'],0.2362617485698921,0.0,1.628301772841309,-0.7930256906306832,0.0,5.956818276932419,2.2344883453304942,1,0,0,1
578,Nefes Nefese,[],0,['Star TV            (2018) (Turkey) (TV)'],0.0,2.896743097418285,1.6511402209208756,1.2098619013953642,0.8934882826681427,5.956818276932419,4.763851758360072,1,0,0,2
579,Bir ferhat ile sirin hikayesi,[],0,[],0.0,1.1399835016512,1.6583245157380544,-0.8667259240364016,-0.10624747940530943,0.0,7.87990043884354,1,0,0,2
580,Maskeli balo,[],0,['Star TV            (2009) (Turkey) (TV)'],0.0,1.1399835016512,1.6583245157380544,-1.305806965828881,-0.10624747940530943,5.956818276932419,5.140288555577451,1,0,0,1
581,Mazi Kalbimde Yaradir,[],0,['Turkish Radio & Television (TRT)            (2011) (Turkey) (TV)'],0.0,2.2827489970048656,1.6583245157380544,-0.9162536783011421,1.61984453048765,3.4153287655246443,7.87990043884354,1,0,0,2
582,Askin Kanunu,[],0,[],0.0,2.896743097418285,1.6583245157380544,1.1491487940794258,1.1824040064281804,0.0,4.347539588580695,1,0,0,2
583,Seher vakti,[],0,['Kanal D            (2005) (Turkey) (TV)'],0.0,1.166717853661873,1.6583245157380544,-0.7893887426764117,0.35744134837165364,6.598579112863242,0.0,1,0,0,2
584,Aci Ask,[],0,['Show TV            (2015) (Turkey) (TV)'],0.0,2.896743097418285,1.6583245157380544,1.5519468722547818,1.1244078974589256,4.520790955211873,7.87990043884354,1,0,0,1
585,Kalbimin Sultani,[],0,['Star TV            (2018) (Turkey) (TV)'],0.2362617485698921,0.022504744649755017,1.6704424318742437,0.9757449553532259,2.036576868155977,3.4892241270235163,5.524993205334977,1,0,0,2
586,Darisi Basimiza,[],0,['Show TV            (2018) (Turkey) (TV)'],0.948096577595362,3.7987776268105753,2.2077280823880354,0.8386111662418128,1.360518338881792,4.520790955211873,4.347539588580695,1,0,0,2
587,Araf Zamani,[],0,['Fox TV            (2012) (Turkey) (TV)'],0.0,1.2436220679532657,1.7192511789628229,-0.9082023139179638,0.013145930585304107,1.862724399251212,7.87990043884354,1,0,0,2
588,Kül ve ates,[],0,[],0.0,0.4639382981841119,1.7467897970512611,-0.6332271503253684,2.044094455186654,0.0,7.87990043884354,1,0,0,1
589,Emanet,[],0,['Fox TV            (2014) (Turkey) (TV)'],0.0,3.7987776268105753,1.7631570850662055,0.9964212680528626,1.2425936350452385,1.862724399251212,7.87990043884354,1,0,0,2
590,Çati Kati Ask,[],0,['Kanal D            (2020) (Turkey) (TV)'],0.0,0.524952734488651,1.9274290745393288,1.0506907273299295,-0.12986720387732975,6.598579112863242,4.347539588580695,1,0,0,2
