,movietitle,harmful,certificate,distributorstürk,keywordscontentspoint,CompanyNamesAverage,directorpoint,CastPuan,producerpoint,distributorspoint,GenreesPoint,Label,Harmful Number,CertificateEncoded,Label Yeni
591,Seni Bana Yazmislar,[],0,['Atv            (2011) (Turkey) (TV)'],0.0,0.0014297054138150632,1.9274290745393288,-1.1779771885948074,-0.6197147103036262,0.7610190140863641,4.597631851592044,1,0,0,2
592,Zeytin Tepesi,[],0,"['Aksoy Film            (2014) (Turkey) (TV)', 'Kanal D            (2014) (Turkey) (TV)']",0.0,1.918061449937724,1.9274290745393288,1.3687239601361132,2.2531163281800297,3.800990938075225,7.87990043884354,1,0,0,1
593,Hayatimin Rolü,[],0,['Star            (2012) (Turkey) (TV)'],0.0,3.1038265814848702,1.794330741254059,-0.6857612685356964,0.0,-0.999874751158774,6.238766145217793,1,0,0,1
594,Koca Koca Yalanlar,[],0,['Kanal D            (2018) (Turkey) (TV)'],0.0,2.262483007066662,1.7960943003256713,0.9512710001656842,1.466697364306338,6.598579112863242,4.597631851592044,1,0,0,2
595,Aile Reisi,[],0,['Star TV            (1989) (Turkey) (TV)'],0.0,1.2436220679532657,1.8617065519173448,-1.1492345217791822,0.013145930585304107,5.956818276932419,4.597631851592044,1,0,0,1
596,Azap yolu,[],0,['ATV            (2006) (Turkey) (TV)'],0.0,0.0,1.8133007352103512,-0.9049084897038656,0.0,4.5762750674517205,7.87990043884354,1,0,0,1
597,Yasak,[],0,"['ATV            (2014) (Turkey) (TV)', 'Atv            (2014) (Turkey) (TV)']",0.0,2.896743097418285,1.6274234670027568,1.2466995204414424,1.4488021470836778,3.712349106905388,5.9886738822064425,1,0,0,2
598,Kayitdisi,[],0,[],-0.6612992774307653,0.008783515252751763,1.986799081005476,1.5278689475002476,1.8101941357503624,0.0,7.87990043884354,1,0,0,2
599,Sevgili Geçmis,[],0,['Star TV            (2019) (Turkey) (TV)'],0.0,3.1038265814848702,1.6170970425220794,1.2598844480009626,2.2900632745031992,5.956818276932419,7.87990043884354,1,0,0,2
600,Tatar Ramazan: Ben Bu Oyunu Bozarim,[],0,['ATV            (2013) (Turkey) (TV)'],0.0,2.896743097418285,1.986799081005476,1.505080232387575,0.0,4.663679199724412,7.87990043884354,1,0,0,2
601,Zümrüdüanka,[],0,"['FOXplay            (2020) (Turkey) (video) (internet)', 'Fox TV            (2020) (Turkey) (TV)']",0.0,1.411514075044726,1.5287409252965276,1.0519128695573547,1.6110184261064493,1.4892873088418157,7.87990043884354,1,0,0,1
602,Sevinçli haller,[],0,[],0.0,1.7572782757333207,2.2028687263597075,-0.5556910968243018,0.9229307470007264,0.0,4.597631851592044,1,0,0,2
603,Kizlarim için,[],0,['Kanal D            (2017) (Turkey) (TV)'],0.0,3.1038265814848702,1.5295140853988536,0.7961425130953219,1.0186618048520757,6.598579112863242,7.87990043884354,1,0,0,2
604,Urfaliyam Ezelden,[],0,"['Kanal D            (2014) (Turkey) (TV)', 'Star TV            (2014) (Turkey) (TV)']",0.6187325209326184,3.7987776268105753,2.1876512733933557,1.1885932849511418,1.2425936350452385,7.277698694897831,7.87990043884354,1,0,0,1
605,Sarkilar seni söyler,[],0,[],0.0,1.166717853661873,1.5295140853988536,-0.9978755020804928,1.2235081876753973,0.0,0.0,1,0,0,1
606,Çekirdek aile,[],0,[],0.0,3.2206258460776915,2.1675357776454725,-1.0792905060277485,0.0,0.0,4.597631851592044,1,0,0,2
607,Makber,[],0,['Star TV            (2009) (Turkey) (TV)'],0.0,1.7389378488254337,1.5639002975750025,0.9100141074083964,0.0,5.956818276932419,7.87990043884354,1,0,0,1
608,Pars: Narkoterör,[],0,[],0.0,2.0374908093777546,2.0714316326804183,-0.5077494895983612,1.157712688255924,0.0,3.443517902319465,1,0,0,1
609,Iki Yaka Bir Ismail,[],0,['Adam Film            (2012) (Turkey) (TV)'],0.0,1.298931686557697,1.5639002975750025,-1.0601960601719034,1.3330018900785874,-0.9993737557938699,4.597631851592044,1,0,0,1
610,Güzel Çirkin,[],0,['Kanal D            (2013) (Turkey) (TV)'],0.0,2.1482050890440902,1.5639002975750025,0.9409280883474512,0.0,6.598579112863242,5.140288555577451,1,0,0,2
611,Eyvah halam,[],0,['Star TV            (2008) (Turkey) (TV)'],0.0,1.8124677464173249,1.5639002975750025,-1.0206529379299816,0.08957502697914088,5.222844606055723,3.177374124637893,1,0,0,2
612,Bir Aile Hikayesi,[],0,"['FOXplay            (2019) (Turkey) (video) (internet)', 'Fox Network            (2019) (Turkey) (TV)', 'Fox TV            (2019) (Turkey) (TV)']",0.0,2.1788759371154347,2.058688043662022,1.4954429020608713,2.400154415645824,2.3823974463051387,7.87990043884354,1,0,0,2
613,Bir Deli Rüzgar,[],0,['Fox TV            (2018) (Turkey) (TV)'],4.1085233562468275,2.896743097418285,1.568720008161164,1.2860632952175504,1.1244078974589256,1.862724399251212,5.9886738822064425,1,0,0,2
614,Guvercin,[],0,"['Pastel Film            (2019) (Turkey) (TV)', 'Star TV            (2019) (Turkey) (TV)']",0.0,1.411514075044726,1.568720008161164,1.181574115557013,1.7310244083007733,3.483942885768769,5.632404409662625,1,0,0,2
615,Sen Yuva,[],0,[],-0.6345037241025859,1.6419521960240533,2.0377567159348042,1.316020980125574,0.9229307470007264,0.0,4.597631851592044,1,0,0,2
616,Bir zamanlar Osmanli: Kiyam,[],0,[],0.0,0.0,1.568720008161164,1.370149995527637,1.9805991134725616,0.0,3.099476377563801,1,0,0,1
617,Yeter anne,[],0,['ATV            (2002) (Turkey) (TV)'],0.0,0.0,2.0377567159348042,-1.2136741599403218,0.8666296739163388,4.663679199724412,4.597631851592044,1,0,0,2
618,Altinsoylar,[],0,['Kanal D            (2016) (Turkey) (TV)'],0.0,0.0,1.5837219131155047,1.3932820382498303,1.2474121563206992,6.598579112863242,4.597631851592044,1,0,0,2
619,Babam ve Ailesi,[],0,[],0.0,0.0,1.5840122698566532,1.0103959143600303,0.9712904987278184,0.0,7.87990043884354,1,0,0,2
620,Yüzlesme,[],0,['Kanal D            (2019) (Turkey) (TV)'],-0.6581088680066329,0.0057376211102762075,2.033718411443296,1.3595739750117248,1.735779581503539,6.598579112863242,7.87990043884354,1,0,0,2
621,Zümrüt,[],0,['Kanal D            (2004) (Turkey) (TV)'],0.0,2.5211998473819204,1.6132316352845484,-1.1260521105592447,0.9712904987278184,6.598579112863242,7.87990043884354,1,0,0,1
622,Sakli Kalan,[],0,[],0.0,0.0,1.2751353679760142,-0.6221379940777954,0.8749593943452976,0.0,7.87990043884354,1,0,0,2
623,Ferhat ile Sirin,[],0,['Fox TV            (2019) (Turkey) (TV)'],0.0,1.1193592060769448,1.2751353679760142,1.5420242440640664,2.117561453406261,1.862724399251212,5.9886738822064425,1,0,0,2
624,Dürüye'nin gügümleri,[],0,['Star TV            (2010) (Turkey) (TV)'],0.0,0.007326822985615197,2.3707142098773017,-0.9039409069822064,-0.6197147103036262,5.956818276932419,4.597631851592044,1,0,0,1
625,Her sey yolunda merkez,[],0,['Show TV            (2013) (Turkey) (TV)'],0.0,2.262483007066662,2.7839400242689503,1.088403990489292,1.0048446407266312,4.520790955211873,4.597631851592044,1,0,0,1
626,Hayat apartmani,[],0,['Show TV            (2007) (Turkey) (TV)'],0.0,1.411514075044726,0.6707687593976469,-0.9278293762793776,-0.2257839731709104,4.504830945195452,4.597631851592044,1,0,0,1
627,Ankara'nin Dikmeni,[],0,"['ATV            (2014) (Turkey) (TV)', 'Atv            (2014) (Turkey) (TV)', 'Kanal D            (2014) (Turkey) (TV)']",0.0,0.7047160846417547,0.6716054029288498,-1.1796519030838035,-0.024277151172618416,6.00775910889134,4.597631851592044,1,0,0,1
628,Yildizlar Sahidim,[],0,['Star TV            (2017) (Turkey) (TV)'],-0.840610967155852,3.1038265814848702,0.7164923908454021,0.9289190632760173,2.1741790034135167,5.956818276932419,2.0961254884587297,1,0,0,2
629,Kehribar,[],0,['ATV            (2016) (Turkey) (TV)'],0.0,3.1038265814848702,0.7164923908454021,1.5962607638746316,1.3190804760631685,4.663679199724412,5.661709170581503,1,0,0,2
630,Izmir çetesi,[],0,['Star TV            (2011) (Turkey) (TV)'],0.0,1.411514075044726,0.7164923908454021,1.046180952152938,-0.2257839731709104,5.956818276932419,4.904006878588691,1,0,0,2
631,Oyunbozan,[],0,['Show TV            (2016) (Turkey) (TV)'],0.0,0.0,0.7416130547380748,1.3178212992122358,2.1741790034135167,4.520790955211873,5.9886738822064425,1,0,0,2
632,Karagümrük yaniyor,[],0,['Star TV            (2006) (Turkey) (TV)'],0.0,1.1798333570445247,2.784490950440897,-0.7667153157972475,-0.030323662089090764,5.222844606055723,4.0974473255693455,1,0,0,1
633,Zemheri,[],0,['Show TV            (2019) (Turkey) (all media)'],0.0,6.977506638331717,2.784490950440897,1.2148059262275468,4.456562054813598,4.520790955211873,7.87990043884354,1,0,0,2
634,Sayin bakanim,[],0,[],-0.9807811997903012,3.2206258460776915,0.7636082104350457,-0.4772534900122942,-0.02247399584723764,0.0,4.597631851592044,1,0,0,2
635,Cuma'ya Kalsa,[],0,[],0.0,3.2206258460776915,0.7636082104350457,-1.1335395491343212,0.0,0.0,4.597631851592044,1,0,0,2
636,Son Yaz - Balkanlar 1912,[],0,['ATV            (2012) (Turkey) (TV)'],-0.34137720205780075,1.298931686557697,2.7832985227082734,1.0274935595848589,2.4289050073755973,4.663679199724412,5.314123647672568,1,0,0,2
637,Kizim nerede,[],0,['ATV            (2010) (Turkey) (TV)'],0.0,0.31895610470958063,2.6771584011327905,1.2807506389135734,0.0,4.663679199724412,4.763851758360072,1,0,0,2
638,Ruhumun Aynasi,[],0,[],0.0,0.2891087870446544,0.7711712577159429,-1.0625769405331438,1.965959910375912,0.0,6.238766145217793,1,0,0,1
639,Iki arada,[],0,[],0.0,0.7164563693138529,0.7804883014967114,-1.0200048190457258,-0.5625919925044347,0.0,4.597631851592044,1,0,0,1
640,Yersiz yurtsuz,[],0,['ATV            (2007) (Turkey) (TV)'],0.0,0.0,2.744593255219578,1.4764067252982271,1.119779276204735,4.663679199724412,7.87990043884354,1,0,0,2
641,Ana kuzusu,[],0,[],0.0,0.0,0.7953784368656155,-0.8786753932573851,0.0,0.0,4.597631851592044,1,0,0,2
642,Ümit milli,[],0,[],0.0,0.4358811796895905,0.8109223356788909,0.8521394806682421,0.2957084301112947,0.0,3.4160600984612683,1,0,0,1
643,Eyvah kizim büyüdü,[],0,['Kanal D            (2000) (Turkey) (TV)'],0.0,1.8124677464173249,0.8169575666377002,1.2065894659041076,0.8518983633143326,6.598579112863242,4.597631851592044,1,0,0,2
644,Boynu Bükükler,[],0,[],0.0,0.005818581670240665,0.8321026056492544,1.0813277567512734,0.0,0.0,4.597631851592044,1,0,0,2
645,Ibreti Ailem,[],0,[],0.0,0.0,0.8321026056492544,1.1667958092342805,0.0,0.0,4.597631851592044,1,0,0,2
646,Yarim elma,[],Turkey:G,"['Kanal D            (2002) (Turkey) (TV)', 'Show TV            (2003) (Turkey) (TV)']",-0.19744146897379744,0.029021048612635075,0.8321026056492544,1.4367041524748854,0.18708905232947007,6.559685034037558,3.177374124637893,1,0,6,2
647,Cesaretin var mi aska,[],0,['Kanal D            (2008) (Turkey) (TV)'],0.0,0.0,0.8321026056492544,1.4348897289676228,1.3946752920276388,6.598579112863242,4.347539588580695,1,0,0,1
648,Anadolu kaplani,[],0,[],0.0,1.7360943194505014,0.6208617492055268,-0.7609580909378729,0.9284282352304141,0.0,4.597631851592044,1,0,0,1
649,Sahin Tepesi,[],0,['ATV            (2018) (Turkey) (TV)'],3.9433516739037615,2.3432062894639882,2.784490950440897,1.0582792848949305,3.988853213380462,4.663679199724412,5.140288555577451,1,0,0,2
650,Anali Ogullu,[],0,['Kanal D            (2014) (Turkey) (TV) (season 2)'],0.0,1.4746560059527434,0.6208617492055268,1.371374973746432,1.4781296201270668,6.598579112863242,4.597631851592044,1,0,0,2
651,Seni Kimler Aldi,[],0,"['ATV            (2017) (Turkey) (TV)', 'Atv            (2017) (Turkey) (TV)']",0.0,1.411514075044726,2.8089588133185446,1.3943451049967641,0.7375583594145232,3.712349106905388,5.9886738822064425,1,0,0,1
652,Baraj,[],0,['Fox TV            (2020) (Turkey) (TV)'],-0.7253247470591757,2.6997508915965627,0.4880270902367418,-1.056708946306702,2.232451396055792,1.862724399251212,7.87990043884354,1,0,0,2
653,Cinayet,[],0,['Kanal D            (2014) (Turkey) (TV)'],0.0,0.007132152272464287,2.8747474766977,1.9366766152497816,2.2220227366318657,6.598579112863242,4.9214056771438335,1,0,0,1
654,Deli gönül,[],0,['Fox TV            (2017) (Turkey) (TV)'],0.0,0.4075718980599133,2.8649751427332326,0.8556986966892,1.092924689034766,1.862724399251212,7.87990043884354,1,0,0,2
655,Köpek,[],0,['ATV            (2005) (Turkey) (TV)'],0.0,0.5923409616152531,0.5154591990814843,1.0976587892739589,-0.030323662089090764,4.5762750674517205,2.2344883453304942,1,0,0,2
656,Kus dili,[],0,['ATV            (2006) (Turkey) (TV)'],0.0,1.1798333570445247,0.5154591990814843,-1.2740112530218597,-0.030323662089090764,4.5762750674517205,0.0,1,0,0,2
657,Diger Yarim,[],0,[],0.0,1.4624617402615807,0.5171206581908816,-0.9379301832382816,1.1679651556002997,0.0,3.177374124637893,1,0,0,2
658,Bahtiyar Ölmez,[],0,['ATV            (2017) (Turkey) (TV)'],0.0,0.017890872745361344,0.5171206581908816,0.9463937450140816,0.0,4.663679199724412,4.597631851592044,1,0,0,2
659,Babamin Günahlari,[],0,['Star TV            (2017) (Turkey) (TV)'],-0.9509911870477704,0.003375499122233944,0.5189577582156042,-0.5393186842741777,1.2012823959225858,5.956818276932419,7.87990043884354,1,0,0,2
660,Çember,[],0,['Star TV            (2017) (Turkey) (TV)'],-0.9509911870477704,0.03402334852024004,0.5189577582156042,1.5245869232739837,2.1749105577792003,5.956818276932419,4.763851758360072,1,0,0,2
661,Yeni bastan,[],0,[],0.0,0.0,0.5189577582156042,-0.5968017989500138,0.35744134837165364,0.0,7.87990043884354,1,0,0,2
662,Rüzgarin Kalbi,[],0,['Fox TV            (2016) (Turkey) (TV)'],0.0,0.1118946339882656,0.5198977663763134,1.0547090467064637,-0.3942598738847152,1.862724399251212,5.9886738822064425,1,0,0,2
663,Beyaz Yalan,[],0,['Show TV            (2014) (Turkey) (TV)'],0.0,1.4624617402615807,0.5198977663763134,-0.7976153377498076,0.0,4.520790955211873,5.9886738822064425,1,0,0,2
664,Cinlerle Periler,[],0,['ATV            (2001) (Turkey) (TV)'],0.0,1.1798333570445247,2.8320844830807888,1.7551500871699215,-0.030323662089090764,4.663679199724412,3.443517902319465,1,0,0,1
665,Komedi türk,[],0,['Fox TV            (2008) (Turkey) (TV)'],0.0,0.0,0.5759596619299081,1.2667854078880554,0.9284282352304141,1.862724399251212,4.597631851592044,1,0,0,1
666,Gurbette Ask,[],0,['Turkish Radio & Television (TRT)            (2013) (Turkey) (TV)'],0.0,0.005561749852141204,0.5759596619299081,-0.9023085774814944,0.0,3.4153287655246443,4.597631851592044,1,0,0,2
667,Bedel,[],0,['ATV            (2015) (Turkey) (TV)'],0.0,1.4624617402615807,0.5903188997319808,-1.1515089301844634,0.7385989896523129,4.663679199724412,7.87990043884354,1,0,0,1
668,Fesupanallah,[],0,['ATV            (2007) (Turkey) (TV)'],0.0,1.7389378488254337,0.5990042736098626,-0.8217289357447735,0.8447079404501951,4.5762750674517205,4.597631851592044,1,0,0,1
669,Ali Ayse'yi Seviyor,[],0,[],0.0,0.0,0.6177385862921625,-0.8571364313274423,0.7385989896523129,0.0,4.597631851592044,1,0,0,1
670,Ask Zamani,[],0,['ATV            (2015) (Turkey) (TV)'],0.0,0.006432005321419936,0.6177385862921625,-0.8861987768075448,0.0,4.663679199724412,4.347539588580695,1,0,0,1
671,Cesur yürek,[],0,['Show TV            (2016) (Turkey) (TV)'],0.0,0.3756243817279862,1.8467452831277904,1.1550089039233171,0.0,4.520790955211873,5.140288555577451,1,0,0,2
672,Çapkin,[],0,[],0.0,0.0,0.6177385862921625,-0.5653123079599234,1.4042945313164137,0.0,4.347539588580695,1,0,0,2
673,Askina Eskiya,[],0,"['Show TV            (2001) (Turkey) (TV)', 'TGRT            (2001) (Turkey) (TV)']",0.948096577595362,0.0,0.8464000104015966,1.2973845877756065,0.0,2.7870474680227053,5.140288555577451,1,0,0,1
674,Gazi,[],0,['ATV            (2008-) (Turkey) (TV)'],0.6366319089167545,0.022312498595009,0.8838488740985284,-0.920356941221696,0.5576006725863165,4.663679199724412,4.737278703247792,1,0,0,2
675,Sevda Kusun Kanadinda,[],0,['Turkish Radio & Television (TRT)            (2016) (Turkey) (TV)'],0.0,0.2823675651391964,1.2529296757251975,1.2279113103825243,0.0,3.4153287655246443,7.87990043884354,1,0,0,2
676,Turk Mali,[],0,[],0.0,3.1038265814848702,1.1953594879972131,-1.3674807415880106,2.2900632745031992,0.0,2.7345491744010686,1,0,0,1
677,Ne Münasebet,[],0,['Show TV            (2015) (Turkey) (TV)'],0.0,0.3696151420847503,1.0844484951352715,1.09639666854921,0.8048804886385557,4.520790955211873,4.347539588580695,1,0,0,2
678,Üzgünüm Leyla,[],0,[],-0.2293679737495835,0.0,2.4867181480912284,1.5914725499302709,0.0,0.0,4.347539588580695,1,0,0,2
679,Tatli Küçük Yalancilar,[],Turkey:7+,['Star TV            (2015) (Turkey) (TV)'],0.0,2.224845873693668,1.0918332734222416,1.368560342868142,2.6133820281429614,5.956818276932419,4.9214056771438335,1,0,4,2
680,Gülizar,[],Turkey:7+,['Kanal D            (2018) (Turkey) (TV)'],0.0,2.224845873693668,1.1227300875973605,1.2381468589813318,1.8802213989867989,6.598579112863242,7.87990043884354,1,0,4,2
681,Kesanli Ali Destani,[],0,['Kanal D            (2011) (Turkey) (TV)'],0.0,1.4128022808536789,1.1227300875973605,1.1644189194902532,-0.3559202036742394,6.598579112863242,7.87990043884354,1,0,0,2
682,Bir Litre Gözyasi,[],0,['Kanal D            (2018) (Turkey) (TV)'],0.0,2.0484686935265795,1.1631328394376592,1.1559885761195925,2.2417602309575173,6.598579112863242,7.87990043884354,1,0,0,2
683,Estagfurullah yokusu,[],0,[],0.0,1.166717853661873,1.1736396426049798,1.4250885179253254,2.0922691614812026,0.0,4.0974473255693455,1,0,0,2
684,Yalaza,[],0,['Turkish Radio & Television (TRT)            (2017) (Turkey) (TV)'],0.0,2.0374908093777546,2.4301881814878614,-0.9840271246003054,0.467058804683329,3.4153287655246443,3.177374124637893,1,0,0,1
685,Mükemmel çift,[],0,[],4.021507278563583,0.0,1.1953594879972131,1.2270888375318671,2.340521004615013,0.0,4.597631851592044,1,0,0,2
686,Ask Aglatir,[],0,['Show TV            (2019) (Turkey) (TV)'],0.0,1.918061449937724,2.3982269650774866,1.0108645982772344,2.127418826248035,4.520790955211873,7.87990043884354,1,0,0,1
687,Melek,[],0,[],0.2362617485698921,0.8034835350201462,1.1953594879972131,0.8262407575883974,0.013145930585304107,0.0,2.0416938096289567,1,0,0,2
688,Yagmurdan Kacarken,[],0,['ATV            (2013) (Turkey) (TV)'],0.0,3.1038265814848702,0.9297021438899278,-0.6639896212702037,0.0,4.663679199724412,4.347539588580695,1,0,0,1
689,Cam kiriklari,[],0,['Turkish Radio & Television (TRT)            (2009) (Turkey) (TV)'],0.0,0.0028160491776976003,2.389913404671584,-1.315721632410095,-0.16907829549301145,3.4153287655246443,7.87990043884354,1,0,0,1
690,Çukurdere,[],0,['Fox TV            (2018) (Turkey) (TV)'],0.0,1.411514075044726,1.19943017146324,0.8236015768401754,1.5872929813888133,1.862724399251212,5.9886738822064425,1,0,0,2
691,Karakol,[],0,['Show TV            (2011) (Turkey) (TV)'],0.948096577595362,1.4624617402615807,2.389913404671584,1.1095556030769846,0.7385989896523129,4.520790955211873,4.763851758360072,1,0,0,2
692,Kahve bahane,[],0,['1k1e Production            (2009) (Turkey) (all media)'],0.0,0.4294970807002635,1.2077726594226106,-1.0238234486030078,0.06858932087740888,0.0,4.597631851592044,1,0,0,1
693,Oyun bitti,[],0,"['Kanal D            (2007) (Turkey) (TV)', 'Vizyon            (2007) (Turkey) (TV)']",0.0,2.1482050890440902,2.389913404671584,0.9768426123339272,0.0,5.543725024021136,4.347539588580695,1,0,0,1
694,Yine de asigim,[],0,['ATV            (2005) (Turkey) (TV)'],0.0,3.2206258460776915,1.210169238670771,-0.5061968000314211,0.8581405989838878,4.663679199724412,4.597631851592044,1,0,0,2
695,Buyur Burdan Bak,[],0,[],0.0,0.0,1.212654614143608,-0.9107676400682814,1.3219902412296238,0.0,4.597631851592044,1,0,0,2
696,Güneydogu'dan Öyküler - Önce Vatan,[],0,['Show TV            (2010) (Turkey) (TV)'],0.0,0.002672927512784681,2.389913404671584,1.244796845281488,0.8650058760012799,4.520790955211873,4.90856487363816,1,0,0,2
697,Ege'nin hamsisi,[],0,"['Turkish Radio & Television (TRT)            (2018) (Turkey) (TV)', 'TRT 1            (2018) (Turkey) (TV)']",-0.6258923719291662,0.018496108998235068,2.3722905477051683,1.121187339204557,0.0,3.900936527639879,4.347539588580695,1,0,0,2
698,Kursun,[],0,['Fox TV            (2019) (Turkey) (TV)'],4.193375273595012,0.1154893100505097,1.2342061433834832,1.6575426480763409,1.1212512299256834,1.862724399251212,7.87990043884354,1,0,0,2
699,Memur Muzaffer,[],0,['Fox Network            (2008) (Turkey) (TV)'],-0.4978388927571182,0.0,1.0830551318403496,-1.4512657395321393,1.7857326017288793,0.1686177212317843,7.87990043884354,1,0,0,2
700,Babam Sinifta Kaldi,[],0,['Fox Network            (2013) (Turkey) (TV)'],0.0,0.7047160846417547,1.0830551318403496,0.7068098036829726,-0.024277151172618416,0.1686177212317843,4.597631851592044,1,0,0,1
701,Salih kusu,[],0,['Show TV            (2013) (Turkey) (TV)'],0.0,3.1038265814848702,1.0830551318403496,-1.1346573126938069,1.0637629897303509,4.520790955211873,4.597631851592044,1,0,0,1
702,Çocugun var derdin var,[],0,['Medyapim            (2004) (Turkey) (TV)'],-0.3412675936685068,3.2206258460776915,2.5324999638511008,0.8817880949839015,0.8581405989838878,-0.7961462799852419,3.177374124637893,1,0,0,2
703,Ben Onu Çok Sevdim,[],0,[],0.0,1.7389378488254337,0.9404828489353224,1.438434442666227,1.4438799503489133,0.0,5.025608047325561,1,0,0,2
704,Merdoglu,[],0,[],0.0,0.0,0.9480169574514372,-0.8460348045158308,0.0,0.0,2.2344883453304942,1,0,0,1
705,Kumsaldaki izler,[],0,['ATV            (2002) (Turkey) (TV)'],0.0,1.1798333570445247,0.9480169574514372,1.3585756372680229,-0.030323662089090764,4.5762750674517205,7.87990043884354,1,0,0,1
706,Hirsiz,[],0,[],0.0,1.1798333570445247,0.9480169574514372,-0.9797910005972208,-0.030323662089090764,0.0,2.2344883453304942,1,0,0,1
707,Göç Zamani,[],0,['Star TV            (2016) (Turkey) (TV)'],0.0,2.262483007066662,0.9480169574514372,0.8666248591998869,1.0048446407266312,5.956818276932419,7.87990043884354,1,0,0,1
708,Görüs Günü Kadinlari,[],0,['Fox TV            (2013) (Turkey) (TV)'],0.0,1.4624617402615807,0.9480169574514372,1.2352064381752397,0.7385989896523129,1.862724399251212,7.87990043884354,1,0,0,2
709,Tam pansiyon,[],0,['Kanal D            (2004) (Turkey) (TV)'],0.0,0.0,0.9643136672844448,-0.9155826757303048,0.35744134837165364,6.598579112863242,4.597631851592044,1,0,0,1
710,Kalpsiz Adam,[],0,[],0.0,1.6419521960240533,0.9643136672844448,1.4858449730857342,0.0,0.0,7.87990043884354,1,0,0,2
711,Umut Yolculari,[],0,['Star TV            (2011) (Turkey) (TV)'],0.0,2.1482050890440902,0.9643136672844448,-0.7349439913086819,0.0,5.956818276932419,2.968136933917212,1,0,0,2
712,Eve Dönüs,[],0,[],0.0,0.0,2.6458028155058084,1.00772216007821,-0.16703511078714595,0.0,4.782481861622334,1,0,0,2
713,Istanbul'un Altinlari,[],0,['ATV            (2011) (Turkey) (TV)'],0.948096577595362,0.0,0.9969734758772699,-0.4922942901278065,0.0,4.663679199724412,4.597631851592044,1,0,0,1
714,Gönül salincagi,[],0,['Turkish Radio & Television (TRT)            (2007-2008) (Turkey) (TV)'],0.0,0.0,0.9983034608076904,-0.6733151999649196,0.0,3.4153287655246443,7.87990043884354,1,0,0,1
715,Tutar mi Tutar,[],0,[],0.0,1.6419521960240533,0.9983034608076904,-1.0117385185493148,0.9229307470007264,0.0,4.597631851592044,1,0,0,1
716,Son destan,[],0,['Turkish Radio & Television (TRT)            (2017) (Turkey) (TV)'],0.0,0.794736338189624,0.9983034608076904,-0.8671083918009581,-0.0959122823367592,3.4153287655246443,5.489688408203671,1,0,0,2
717,Deli sarayli,[],0,['Show TV            (2010) (Turkey) (TV)'],0.0,3.1038265814848702,1.006168404929769,1.793553601001053,0.8328662138054457,4.520790955211873,3.8485541145779214,1,0,0,1
718,Bu kalp seni unutur mu?,[],0,['Show TV            (2009) (Turkey) (TV)'],0.0,0.4639382981841119,1.006168404929769,1.6136974423749642,2.3411727664807813,4.520790955211873,7.87990043884354,1,0,0,2
719,Sevdaluk,[],0,['Show TV            (2013) (Turkey) (TV)'],0.0,1.4746560059527434,2.6002653248773866,1.1491243918483651,0.9229307470007264,4.520790955211873,4.597631851592044,1,0,0,1
720,Bizim Yenge,[],0,[],0.0,0.0,1.006168404929769,-0.6235374280834975,0.8934882826681427,0.0,4.597631851592044,1,0,0,2
721,Arkadaslar Iyidir,[],0,['Show TV            (2016) (Turkey) (TV)'],0.0,2.224845873693668,2.555495948767235,1.0511374586344329,2.6087538963733783,4.520790955211873,7.87990043884354,1,0,0,1
722,Benim Adim Gultepe,[],0,['Kanal D            (2014) (Turkey) (TV)'],0.0,1.8124677464173249,2.555495948767235,1.3913668152077217,1.31516044989018,6.598579112863242,7.87990043884354,1,0,0,2
723,Biz size asik olduk,[],0,[],0.0,0.4586016819300557,1.011630437349361,1.273918440507987,-0.4084506915623057,0.0,4.347539588580695,1,0,0,2
724,CÖT (Cok Özel Tim),[],0,['Star TV            (2007) (Turkey) (TV)'],0.0,0.4358811796895905,-0.9885900118691918,-1.155703157058538,0.2957084301112947,5.222844606055723,3.443517902319465,1,0,0,1
